"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"83","@FessPonti aaa iyaa bgt nder setujuu!! abis nonton sri asih lgsg kepo bgt sm BCU iniii &amp; pasti ngikutin. semoga fil… https://t.co/ZrtkjMT8Ox",FALSE,0,"FessPonti",2022-11-23 01:38:12,TRUE,"1595004021198028800","1595230200413171712","1212717256234291200","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","greenoughhh",0,FALSE,FALSE,NA,NA
"84","Di jaman modern, anggota inti Jagabumi terdiri dari Mandala, Maza (Kanigara), Aquanus (Dhanus), Sri Asih (Nani Wijaya), dan Awang/Godam.",FALSE,1,"DarkOushiza",2022-11-23 01:37:53,FALSE,"1595229483505569792","1595230122558169088","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
"85","@moviemenfes netflix and chill sama sodara di bioskop.
....
semoga lu cuma caper aja. kasian kalo beneran bego. 

b… https://t.co/mUUdmMO2kq",FALSE,0,"moviemenfes",2022-11-23 01:37:31,TRUE,"1595219337182265345","1595230030866829312","1565895180","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pujanggahalu",0,FALSE,FALSE,NA,NA
"86","@tanyakanrl SRI ASIH
Ini film action indo bagus banget wei, mesti bgt ditonton!
Kmrn gue nonton beneran puassss ban… https://t.co/wY2aJ9Tx55",FALSE,0,"tanyakanrl",2022-11-23 01:36:31,TRUE,"1595228213487104000","1595229779216982016","1331650559518990336","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bobalokall",0,FALSE,FALSE,NA,NA
"87","@tanyakanrl anj maksud gue sri asih nder. kenapa malah sang dewi bgst. kbru di klik lagi anj",FALSE,0,"kangkangkung23",2022-11-23 01:35:37,FALSE,"1595229408469532672","1595229551990231042","1562076892668510208","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kangkangkung23",0,FALSE,FALSE,NA,NA
"88","mau nonton Sri Asih, tapi waktunya belum ada :(",FALSE,0,NA,2022-11-23 01:33:16,FALSE,NA,"1595228961008934912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hawtspicy",0,FALSE,FALSE,NA,NA
"89","@tanyakanrl Sri asih, btw klo ada yg blm nntn buat daerah jkt or tgr ingfoin nobar yak",FALSE,0,"tanyakanrl",2022-11-23 01:32:09,FALSE,"1595228213487104000","1595228678698328064","1331650559518990336","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AthariqFerdi",0,FALSE,FALSE,NA,NA
"90","Soal background story berantakan salah besar, justru background storynya paling bagus. Soal rambut ya itu memang ci… https://t.co/B2fYfZODo2",FALSE,0,NA,2022-11-23 01:31:44,TRUE,NA,"1595228574453485568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nagaisme_",0,FALSE,FALSE,NA,NA
"91","@babychickkss Sri asih",FALSE,0,"babychickkss",2022-11-23 01:28:07,FALSE,"1595213836315136000","1595227661839716352","1497476765857755139","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AthariqFerdi",0,FALSE,FALSE,NA,NA
"92","SRI ASIH BAGUS BANGET ANJRITTT",FALSE,0,NA,2022-11-23 01:27:20,FALSE,NA,"1595227466792333312",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","un0bligated",0,FALSE,FALSE,NA,NA
"93","Selanjutnya bahas soal Jagabumi. Kelompok ini sangat familiar buat pembaca cergam Bumilangit. Di film Sri Asih, Jag… https://t.co/piF8QF0BTF",FALSE,1,"DarkOushiza",2022-11-23 01:27:10,TRUE,"1595222944564875265","1595227426094997505","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
"94","@Jagoan_Kancil highly recommend the movies, itu barengan ya ntnnya. kyk gundala dan sri asih, yg rilis belangan prequel nya",FALSE,1,"Jagoan_Kancil",2022-11-23 01:26:19,FALSE,"1595226938313875456","1595227209173635073","773464499835641856","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","txtbyurstruly",0,FALSE,FALSE,NA,NA
"95","@moviemenfes Sri asih seru nder",FALSE,1,"moviemenfes",2022-11-23 01:21:38,FALSE,"1595219337182265345","1595226032235515906","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UmayChee",0,FALSE,FALSE,NA,NA
"96","@moviemenfes aku milih sri asih, karena bagus jugaaa
tapi wakanda Forever juga mantep apalagi pas scene dora milaje mukulin orang",FALSE,1,"moviemenfes",2022-11-23 01:16:20,FALSE,"1595219337182265345","1595224698526498816","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","seacreap",0,FALSE,FALSE,NA,NA
"97","@Jagoan_Kancil Harus diakuin emang salah satu yang terbaik CGI-nya Sri Asih, menang tipis sama PS2 soalnya scene kain putih agak ganngu 😅",FALSE,1,"Jagoan_Kancil",2022-11-23 01:08:17,FALSE,"1595033318164135937","1595222671180324866","773464499835641856","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fuadkarim",0,FALSE,FALSE,NA,NA
"98","Sri asih seru ga ya? Mau nonton bioskop yg lain horor semua",FALSE,0,NA,2022-11-23 01:07:05,FALSE,NA,"1595222368993292290",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ponyt4il94",0,FALSE,FALSE,NA,NA
"99","Soal kalung yang dipake sama Prayogo. Gue punya teori. Kalung itu mungkin sengaja dikasih oleh Ghazul, dengan iming… https://t.co/ok2KQdKwCG",FALSE,0,"DarkOushiza",2022-11-23 01:05:41,TRUE,"1595220802722418688","1595222017116033024","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
"100","Profil dan biodata Jenny Zhang, aktris pemeran karakter Sarita Hamzah, ibu Pevita Pearce di film Sri Asih. https://t.co/gEhJiUsUCN",FALSE,1,NA,2022-11-23 01:03:35,FALSE,NA,"1595221488483053568",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Zigidotid",0,FALSE,FALSE,NA,NA
"101","@Reeyy____ Sri asih ada?",FALSE,0,"Reeyy____",2022-11-23 00:49:08,FALSE,"1595076769677479937","1595217852994555904","4643298528","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rama_aditya1918",0,FALSE,FALSE,NA,NA
"102","@hizeexee @viewtidsarn Trus tau drmana ini menfess ttg Sri asih",FALSE,1,"hizeexee",2022-11-23 00:41:23,FALSE,"1595203727429804033","1595215904157372416","1250991076451561473","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","summerneideu",0,FALSE,FALSE,NA,NA
"103","Ini orang2 pada ngarepin CGI nya Sri Asih kayak Avatar 2 apa gimana ya? Dari segi budget dan waktu pengerjaannya aj… https://t.co/RWyKDtEWzu",FALSE,1,NA,2022-11-23 00:33:04,TRUE,NA,"1595213808116453376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rizkijuanda",0,FALSE,FALSE,NA,NA
"104","Rasanya kayak salaaaaaaah banget ga ngikutin film yang ""Ini baru namanya sinema"" vibe 💀

Andai duitku masih ada mun… https://t.co/3UxZWhQmFh",FALSE,1,"ndehehehe",2022-11-23 00:31:55,TRUE,"1595213039292231681","1595213520684974080","1333185427717537793","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ndehehehe",0,FALSE,FALSE,NA,NA
"105","Abis kuliah nanti ada yang mau nobar Sri Asih ganih #gaytembalang #gaysemarang",FALSE,1,NA,2022-11-23 00:31:30,FALSE,NA,"1595213413890035712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Iandi03",0,FALSE,FALSE,NA,NA
"106","@Riskaas25 tanpa kamu sadari... kamulah, sri asih https://t.co/XVFRkPScw1",FALSE,1,"Riskaas25",2022-11-23 00:28:01,FALSE,"1595073355539173377","1595212536705843200","2850513097","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","panggilannyakaa",0,FALSE,FALSE,NA,NA
"107","@nrmuhammadirwan @jokoanwar sri asih aneh",FALSE,0,"nrmuhammadirwan",2022-11-23 00:21:33,FALSE,"1595208018723246082","1595210909932060672","475639233","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Airlngga",0,FALSE,FALSE,NA,NA
"108","Yuk simak potret dulu dan kini Pevita Pearce cs! https://t.co/qaoH0EqmLP",FALSE,0,NA,2022-11-23 00:18:34,FALSE,NA,"1595210159068188672",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","matamata_com",0,FALSE,FALSE,NA,NA
"109","balik jkt cus sri asih sama keramat 2 deh 😭",FALSE,1,NA,2022-11-23 00:06:41,FALSE,NA,"1595207170785972224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gongjuboiii",0,FALSE,FALSE,NA,NA
"110","Khusus BP dan Sri Asih, pengen nonton bareng orang lain.. tapi sama sama sibuk semua huhu",FALSE,0,"shyahnaz",2022-11-23 00:05:42,FALSE,"1595206919353876481","1595206922096939008","993031488739266561","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shyahnaz",0,FALSE,FALSE,NA,NA
"111","Semalem nonton Sri Asih banyak ""loh.. loh..loh..""

Dibikin mikir jauh, ternyata deket, dijauhin lagi, ternyata deket",FALSE,1,NA,2022-11-22 23:51:56,FALSE,NA,"1595203458587447296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ojanhafidz",0,FALSE,FALSE,NA,NA
"112","Kita tahu dari film Sri Asih, kalo Ghazul rupanya mengabdi pada Dewi Api, dan sekarang sedang dalam misi membangkit… https://t.co/UXtnJCFVts",FALSE,3,"WorldOfGundala",2022-11-22 23:49:20,TRUE,"1595202793819631616","1595202805043589120","1318318018686898176","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WorldOfGundala",0,FALSE,FALSE,NA,NA
"113","Sri Asih masih tayang desember nanti ga ya. Pengen bet nonton langsung 🥲",FALSE,1,NA,2022-11-22 23:37:48,FALSE,NA,"1595199901826064385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","takutaerlangga",0,FALSE,FALSE,NA,NA
"114","@moviemenfes Top Gun : Maverick, Black Panther : Wakanda Forever, Sri Asih, Black Adam, Pengabdi Setan 2 : Communion",FALSE,2,"moviemenfes",2022-11-22 23:37:21,FALSE,"1595034367750873089","1595199790065020928","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FairuzFernanda6",0,FALSE,FALSE,NA,NA
"115","@Kanyadantula @moviemenfes Kalo masalah rambut udah sempet dibahas sm mbk upi, justru itu yg ngebedain super hero &amp;… https://t.co/4ME1YrPMPt",FALSE,0,"Kanyadantula",2022-11-22 23:16:00,TRUE,"1595183537728024576","1595194413764214784","958703032962760704","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CapdaseSoft",0,FALSE,FALSE,NA,NA
"116","Sri Asih keren banget woy",FALSE,1,NA,2022-11-22 23:12:21,FALSE,NA,"1595193497065521152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","faizrabbani_com",0,FALSE,FALSE,NA,NA
"117","pagi ini ngobrol sama ayah dia suruh aku nonton sri asih tapi sambil ceritain dari awal sampe akhir👍",FALSE,1,NA,2022-11-22 23:04:27,FALSE,NA,"1595191507140882434",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","byondita",0,FALSE,FALSE,NA,NA
"118","belom nonton wakanda forever, sri asih, lah the menu udh tayang :""))))) MAAHHH MAU NONTON SEMUAAAAA",FALSE,0,NA,2022-11-22 22:53:28,FALSE,NA,"1595188744789069825",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ceruleanbeige",0,FALSE,FALSE,NA,NA
"119","Ini ntar balik terus nonton sri asih kalo bosenin fix bakalan ketiduran sih. Pevita semoga u buktiin film u bagus ye",FALSE,1,NA,2022-11-22 22:49:37,FALSE,NA,"1595187775133077504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sadiecobalts",0,FALSE,FALSE,NA,NA
"120","BESOK MAU NONTON SRI ASIH LAGI HEHEHE",FALSE,1,NA,2022-11-22 22:42:50,FALSE,NA,"1595186070517186560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gabutproduktif",0,FALSE,FALSE,NA,NA
"121","@moviemenfes 8.5/10 PLEASE PLEASE NONTON GUYSS AKU BUKAN BUZZER TAPI JADI SESAYANG ITU SAMA BCU HABIS NONTON SRI AS… https://t.co/b65pDnpAZE",FALSE,5,"moviemenfes",2022-11-22 22:38:20,TRUE,"1594999128819236864","1595184937753137152","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gabutproduktif",0,FALSE,FALSE,NA,NA
"122","@rakasas_artwork Seng kedua villain e sri asih terlalu 'lemah' kebanyakan manusia biasa kecuali roh jahat ndek last… https://t.co/zSBgUdLHqW",FALSE,0,"NafizEdan",2022-11-22 22:37:39,TRUE,"1595183157757628418","1595184762955497478","1293597229","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NafizEdan",0,FALSE,FALSE,NA,NA
"123","@KateMVU Sri Asih.",FALSE,0,"KateMVU",2022-11-22 22:34:19,FALSE,"1594923541010317312","1595183925948993536","1496876272726593537","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SoldierMVU",0,FALSE,FALSE,NA,NA
"124","@moviemenfes 6/10

Plotmya kurang bgt. Background story alana juga berantakan. Konflik kurang deep. Dialog kaku. ad… https://t.co/pTe2UbkEjg",FALSE,13,"moviemenfes",2022-11-22 22:32:47,TRUE,"1594999128819236864","1595183537728024576","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kanyadantula",0,FALSE,FALSE,NA,NA
"125","yang ganggu menurut w di Sri Asih tuh efek fightingnya yang apaan banget deh, CGI w ga eskpektasi apa2 ya cukup lah… https://t.co/Wnn4AWBiwH",FALSE,0,NA,2022-11-22 22:30:12,TRUE,NA,"1595182889494511616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","piwyzz",0,FALSE,FALSE,NA,NA
"126","🌝Kumpulan ATASAN Cewek Crop🌝

Sebuah Utas 

(#miracleincellno7 miracle indo c.semua sudirman UMKM lockey ASTRO lele… https://t.co/ol9BwzQFpO",FALSE,1,NA,2022-11-22 22:25:18,TRUE,NA,"1595181658013020161",NA,"<a href=""http://indonesiaituindah.com"" rel=""nofollow"">Rekomendasi Produk</a>","ootdhijabkeren",0,FALSE,FALSE,NA,NA
"127","Pengen noton Sri Asih cuman ga ada temen dan ngga ada yang ngajakin hadeh... Paling ngga bisa nonton sendirian",FALSE,1,NA,2022-11-22 22:16:36,FALSE,NA,"1595179467252846595",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kulinerankuy_",0,FALSE,FALSE,NA,NA
"128","@Jagoan_Kancil Banyak mas yg CGI lebih bagus di film Indonesia, ada Wiro Sableng, Foxtrot Six, Ratu Ilmu Hitam, Dre… https://t.co/OIJ6EdF637",FALSE,1,"Jagoan_Kancil",2022-11-22 22:15:15,TRUE,"1595033318164135937","1595179127061237761","773464499835641856","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Andri_Gx",0,FALSE,FALSE,NA,NA
"129","@er2en @Jagoan_Kancil Apapun itu kalau anda dah nonton film Sri Asih di bioskop itu lebih baik , kemarin ada yg g m… https://t.co/Uat1nutmcd",FALSE,4,"er2en",2022-11-22 21:20:33,TRUE,"1595056266040471552","1595165359480659969","78179356","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tomingartun",0,FALSE,FALSE,NA,NA
"130","@Jagoan_Kancil Saya setuju mas cgi sri asih ini peningkatan dari film gundala sama gatot kaca",FALSE,1,"Jagoan_Kancil",2022-11-22 20:49:25,FALSE,"1595033318164135937","1595157525208641536","773464499835641856","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_ahmadnadzir",0,FALSE,FALSE,NA,NA
"131","maw nonton sri asih pls",FALSE,0,NA,2022-11-22 20:43:55,FALSE,NA,"1595156140710842370",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fathineref",0,FALSE,FALSE,NA,NA
"132","@sriasihofficial spill wallpaper mbak pevita pas jd sri asih dong. gila dia emang se keren itu sih.",FALSE,0,"sriasihofficial",2022-11-22 20:04:27,FALSE,"1594950247872360449","1595146208686706688","1161529197921222658","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alwayssadat2am",0,FALSE,FALSE,NA,NA
"133","@moviemenfes sri asih",FALSE,0,"moviemenfes",2022-11-22 20:04:16,FALSE,"1595034367750873089","1595146164134760448","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chxnbangchan",0,FALSE,FALSE,NA,NA
"134","sejujurnya, menurut saya film sri asih biasa aja, jalan cerita agak boring. ya mungkin bukan saya pasarnya. soal ed… https://t.co/IbSOZIkpTJ",FALSE,0,NA,2022-11-22 19:20:35,TRUE,NA,"1595135170583355392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RakaAbiasa",0,FALSE,FALSE,NA,NA
"135","@choihanie tau temennya naruto yg suka makan? dia kn bisa jd gede. sri asih jg bisa.",FALSE,0,"choihanie",2022-11-22 19:10:36,FALSE,"1595090106482036736","1595132657981362177","4603054573","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Januar19891",0,FALSE,FALSE,NA,NA
"136","@yourexhappyboy ingpo sri asih ngap di idlix🙏🏻",FALSE,0,"yourexhappyboy",2022-11-22 19:05:05,FALSE,"1594946042578944001","1595131269264084992","1283434001106006016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pohonbrongon",0,FALSE,FALSE,NA,NA
"137","@Januar19891 waah terima kasih atas penjelasannya ya kak! berarti dewi api ini udah tau juga kah dari sebelum alana… https://t.co/Iyn0eEnAaC",FALSE,0,"Januar19891",2022-11-22 18:54:07,TRUE,"1595119230051311619","1595128512104407040","1147929987363721216","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abimoroll",0,FALSE,FALSE,NA,NA
"138","@moviemenfes Sri Asih @newpevpearce",FALSE,0,"moviemenfes",2022-11-22 18:48:29,FALSE,"1595034367750873089","1595127091015847936","1565895180","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ekalayaaaa",0,FALSE,FALSE,NA,NA
"139","@decaraxes Sri Asih",FALSE,0,"decaraxes",2022-11-22 18:41:50,FALSE,"1595108764461699072","1595125420097425408","1595035431195680769","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A_Huan_Lim",0,FALSE,FALSE,NA,NA
"140","BTW movie companion Sri Asih nggak ada logo Koloni-nya yak? https://t.co/4bZT0hrqBW",FALSE,2,NA,2022-11-22 18:30:29,FALSE,NA,"1595122561406603267",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RetroKamen",0,FALSE,FALSE,NA,NA
"141","SRI ASIH! https://t.co/zRY9nsGiGk",FALSE,0,NA,2022-11-22 18:27:55,FALSE,NA,"1595121917991989248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Virgorgeousofc",0,FALSE,FALSE,NA,NA
"142","Now I'm waiting for cergam klasik Sri Asih versi remaster.",FALSE,1,NA,2022-11-22 18:27:11,FALSE,NA,"1595121729999110144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RetroKamen",0,FALSE,FALSE,NA,NA
"143","Nah, sekarang gue mau ngebahas Roh Setan. Kemunculan karakter ini cukup rapi planting-nya. Walau di versi film udah… https://t.co/kGC7GOJMQR",FALSE,6,"DarkOushiza",2022-11-22 18:23:12,TRUE,"1595119544531501056","1595120728881258497","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
"144","@abimoroll kunci untuk jd wadah dr dewi api mungkin adalah kemarahan dan sri asih adalah kesabaran. jadi, maksud de… https://t.co/L1ipQpcXs0",FALSE,1,"Januar19891",2022-11-22 18:22:23,TRUE,"1595119230051311619","1595120525797634048","1147929987363721216","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Januar19891",0,FALSE,FALSE,NA,NA
"145","Baru kelar baca movie companion Sri Asih, dan baca ulang yg Gundala. So far menarik, karena banyak flashback dan pe… https://t.co/J9WfIEj4FC",FALSE,1,NA,2022-11-22 18:18:16,TRUE,NA,"1595119487216668672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RetroKamen",0,FALSE,FALSE,NA,NA
"146","@Jagoan_Kancil Gua pernah bilang CGI sri asih itu keren,, Jadi selama ini gua dibayar? Kok ga ada uang yg masuk ya? 🤔",FALSE,2,"Jagoan_Kancil",2022-11-22 18:15:49,FALSE,"1595033318164135937","1595118871161118720","773464499835641856","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KsneKun",0,FALSE,FALSE,NA,NA
"147","@abimoroll hilangnya Jagau ini masih misteri banget. apakah dia masih hidup atau malah mati. pasti taulah ada komik… https://t.co/XzCoCkKSLm",FALSE,1,"abimoroll",2022-11-22 18:12:56,TRUE,"1595097740676980737","1595118143848222720","1393960170883932161","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Januar19891",0,FALSE,FALSE,NA,NA
"148","@DarkOushiza Coba cocokkan dengan sesuatu yang datang ketika Jatmiko pulang ke rumahnya.

Dan ingat pernyataan Joko… https://t.co/YY8nOysojL",FALSE,0,"DarkOushiza",2022-11-22 18:12:40,TRUE,"1595107778267598854","1595118078299607047","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Windra_Qadri_R",0,FALSE,FALSE,NA,NA
"149","@moviemenfes character development sri asih agak kurang menurut gue, kayak gaada satupun yg dia korbanin untuk menc… https://t.co/92x65HLkIQ",FALSE,0,"moviemenfes",2022-11-22 18:04:46,TRUE,"1594999128819236864","1595116092481220608","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lian_dree",1,FALSE,FALSE,NA,NA
"150","Bisa jadi si nenek itu adalah salah satu Panjaga Buana. Ini ada di cergam Sri Asih: The Official Movie Companion. P… https://t.co/xGtmXTvceD",FALSE,6,"DarkOushiza",2022-11-22 18:01:38,TRUE,"1595114249671495681","1595115303649701890","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
"151","Maaf banget, tapi sri asih lebih bagus daripada gundala 🙏🏻

dari alur cerita - cinematic 11/10✨",FALSE,0,NA,2022-11-22 18:01:24,FALSE,NA,"1595115242690080770",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cissyvana",0,FALSE,FALSE,NA,NA
"152","Setelah mengetahui kalo ada titisan baru Sri Asih, Dewi Api mencoba nyalip duluan, tapi ternyata bayi Alana diselam… https://t.co/wOqF7tCngk",FALSE,6,"DarkOushiza",2022-11-22 17:53:43,TRUE,"1595112218206490624","1595113309560221696","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
"153","Sri Asih was okay, better than Gundala.",FALSE,0,NA,2022-11-22 17:49:23,FALSE,NA,"1595112219158581248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","igifligi",0,FALSE,FALSE,NA,NA
"154","Upaya kelompok tersebut digagalkan oleh Sri Asih Nani Wijaya, karakter yang diperankan oleh Najwa Shihab. Sri Asih… https://t.co/JL2xUvtnHv",FALSE,4,"DarkOushiza",2022-11-22 17:49:23,TRUE,"1595111526041460736","1595112218206490624","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
"155","sri asih oke sih, tp kok gundalanya ganti ciko",FALSE,0,NA,2022-11-22 17:46:41,FALSE,NA,"1595111541887889408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mutiarandahhh",0,FALSE,FALSE,NA,NA
"156","Dewi Api sepertinya punya dendam yang sangat besar ke Dewi Asih, terutama setelah dikalahkan dan dikurung di dalam… https://t.co/QoGmr9Pn2X",FALSE,5,"DarkOushiza",2022-11-22 17:46:38,TRUE,"1595110376894758912","1595111526041460736","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
"157","@er2en @KalaBatara1 @WawanSE79906999 @dihansuu Wkwk nah skrg gw balikin. Itu kan jg pendapat lu kalo CGI sri asih g… https://t.co/wOLY1hvdeE",FALSE,0,"er2en",2022-11-22 17:44:16,TRUE,"1595068652642267139","1595110930173788161","78179356","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ilham_nurfiqry",0,FALSE,FALSE,NA,NA
"158","Dewi Api dan kelima panglimanya ini sepertinya akan menjadi lawan utama di film Patriot nantinya. Pasukan kegelapan… https://t.co/StpX3of1vQ",FALSE,4,"DarkOushiza",2022-11-22 17:42:04,TRUE,"1595109809967464448","1595110376894758912","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
"159","lagi lagi soal scene roh setan aka jatmiko vs alana aka sri asih. itu fight scene bener2 dah bikin gw menghela nafa… https://t.co/ZLPfA3dldN",FALSE,0,"abimoroll",2022-11-22 17:36:12,TRUE,"1595108223152857089","1595108902323904512","1393960170883932161","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abimoroll",0,FALSE,FALSE,NA,NA
"160","Sri asih apa keramat ya?",FALSE,0,NA,2022-11-22 17:35:39,FALSE,NA,"1595108764461699072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","decaraxes",0,FALSE,FALSE,NA,NA
"161","sri asih bagus. tapi ngambil gambarnya yang agak kurengg gmn gt",FALSE,1,NA,2022-11-22 17:35:10,FALSE,NA,"1595108643405713408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wanitasayu",0,FALSE,FALSE,NA,NA
